,country,year,life_expectancy
16040,Slovenia,1879,36.6
16041,Solomon Islands,1879,25.1
16042,Somalia,1879,29.4
16043,South Africa,1879,33.5
16044,Spain,1879,29.5
16045,Sri Lanka,1879,32.6
16046,Sudan,1879,31.4
16047,Suriname,1879,32.9
16048,Swaziland,1879,32.3
16049,Sweden,1879,48.92
16050,Switzerland,1879,41.81
16051,Syria,1879,31.1
16052,Taiwan,1879,28.3
16053,Tajikistan,1879,23.04
16054,Tanzania,1879,32.2
16055,Thailand,1879,30.4
16056,Timor-Leste,1879,28.95
16057,Togo,1879,31.3
16058,Tonga,1879,28.2
16059,Trinidad and Tobago,1879,38.8
16060,Tunisia,1879,28.8
16061,Turkey,1879,35.0
16062,Turkmenistan,1879,21.26
16063,Uganda,1879,25.3
16064,Ukraine,1879,36.6
16065,United Arab Emirates,1879,30.7
16066,United Kingdom,1879,44.27
16067,United States,1879,39.41
16068,Uruguay,1879,32.9
16069,Uzbekistan,1879,25.73
16070,Vanuatu,1879,24.3
16071,Venezuela,1879,32.2
16072,West Bank and Gaza,1879,32.1
16073,Western Sahara,1879,34.75
16074,Vietnam,1879,32.0
16075,Virgin Islands (U.S.),1879,33.4
16076,Yemen,1879,23.39
16077,Zambia,1879,32.6
16078,Zimbabwe,1879,33.7
16079,South Sudan,1879,26.67
16080,Afghanistan,1880,27.39
16081,Albania,1880,35.4
16082,Algeria,1880,28.82
16083,Angola,1880,26.98
16084,Antigua and Barbuda,1880,33.54
16085,Argentina,1880,33.1
16086,Armenia,1880,33.0
16087,Aruba,1880,34.42
16088,Australia,1880,39.34
16089,Austria,1880,34.95
16090,Azerbaijan,1880,28.17
16091,Bahamas,1880,35.18
16092,Bahrain,1880,30.3
16093,Bangladesh,1880,24.58
16094,Barbados,1880,32.12
16095,Belarus,1880,36.2
16096,Belgium,1880,42.48
16097,Belize,1880,26.5
16098,Benin,1880,31.0
16099,Bhutan,1880,28.8
16100,Bolivia,1880,33.0
16101,Bosnia and Herzegovina,1880,35.1
16102,Botswana,1880,33.6
16103,Brazil,1880,31.98
16104,Brunei,1880,29.2
16105,Bulgaria,1880,39.32
16106,Burkina Faso,1880,29.2
16107,Burundi,1880,31.5
16108,Cambodia,1880,35.0
16109,Cameroon,1880,28.75
16110,Canada,1880,44.51
16111,Cape Verde,1880,33.8
16112,Central African Republic,1880,30.0
16113,Chad,1880,30.9
16114,Chile,1880,32.0
16115,China,1880,32.0
16116,Colombia,1880,32.0
16117,Comoros,1880,32.1
16118,"Congo, Dem. Rep.",1880,31.6
16119,"Congo, Rep.",1880,32.7
16120,Costa Rica,1880,30.21
16121,Cote d'Ivoire,1880,31.16
16122,Croatia,1880,36.1
16123,Cuba,1880,36.84
16124,Cyprus,1880,38.51
16125,Czech Republic,1880,34.97
16126,Denmark,1880,44.86
16127,Djibouti,1880,29.9
16128,Dominican Republic,1880,29.9
16129,Ecuador,1880,32.9
16130,Egypt,1880,33.0
16131,El Salvador,1880,28.7
16132,Equatorial Guinea,1880,29.8
16133,Eritrea,1880,30.2
16134,Estonia,1880,40.09
16135,Ethiopia,1880,27.0
16136,Fiji,1880,26.1
16137,Finland,1880,39.67
16138,France,1880,42.73
16139,French Guiana,1880,30.5
16140,French Polynesia,1880,25.6
16141,Gabon,1880,30.6
16142,Gambia,1880,28.8
16143,Georgia,1880,30.87
16144,Germany,1880,38.91
16145,Ghana,1880,28.0
16146,Greece,1880,36.9
16147,Greenland,1880,33.87
16148,Grenada,1880,37.3
16149,Guadeloupe,1880,27.66
16150,Guam,1880,27.5
16151,Guatemala,1880,25.81
16152,Guinea,1880,30.33
16153,Guinea-Bissau,1880,32.0
16154,Guyana,1880,31.12
16155,Haiti,1880,29.0
16156,Honduras,1880,33.9
16157,"Hong Kong, China",1880,34.9
16158,Hungary,1880,36.0
16159,Iceland,1880,42.32
16160,India,1880,25.44
16161,Indonesia,1880,30.0
16162,Iran,1880,25.6
16163,Iraq,1880,31.2
16164,Ireland,1880,43.85
16165,Israel,1880,32.0
16166,Italy,1880,32.74
16167,Jamaica,1880,34.2
16168,Japan,1880,37.04
16169,Jordan,1880,31.7
16170,Kazakhstan,1880,25.2
16171,Kenya,1880,25.5
16172,Kiribati,1880,24.9
16173,North Korea,1880,26.0
16174,South Korea,1880,25.8
16175,Kuwait,1880,26.0
16176,Kyrgyz Republic,1880,22.94
16177,Lao,1880,31.9
16178,Latvia,1880,39.64
16179,Lebanon,1880,29.7
16180,Lesotho,1880,32.8
16181,Liberia,1880,31.1
16182,Libya,1880,33.1
16183,Lithuania,1880,33.17
16184,Luxembourg,1880,37.4
16185,"Macao, China",1880,34.7
16186,"Macedonia, FYR",1880,36.1
16187,Madagascar,1880,30.5
16188,Malawi,1880,30.3
16189,Malaysia,1880,30.6
16190,Maldives,1880,32.65
16191,Mali,1880,26.41
16192,Malta,1880,32.48
16193,Martinique,1880,30.15
16194,Mauritania,1880,32.0
16195,Mauritius,1880,34.12
16196,Mayotte,1880,32.5
16197,Mexico,1880,26.9
16198,"Micronesia, Fed. Sts.",1880,26.7
16199,Moldova,1880,33.15
16200,Mongolia,1880,31.8
16201,Montenegro,1880,35.4
16202,Morocco,1880,33.1
16203,Mozambique,1880,30.28
16204,Myanmar,1880,30.8
16205,Namibia,1880,32.4
16206,Nepal,1880,32.8
16207,Netherlands,1880,40.39
16208,Netherlands Antilles,1880,34.41
16209,New Caledonia,1880,26.0
16210,New Zealand,1880,38.51
16211,Nicaragua,1880,25.4
16212,Niger,1880,30.8
16213,Nigeria,1880,30.4
16214,Norway,1880,51.91
16215,Oman,1880,32.3
16216,Pakistan,1880,26.32
16217,Panama,1880,32.9
16218,Papua New Guinea,1880,31.5
16219,Paraguay,1880,35.5
16220,Peru,1880,35.7
16221,Philippines,1880,30.9
16222,Poland,1880,35.9
16223,Portugal,1880,35.6
16224,Puerto Rico,1880,30.43
16225,Qatar,1880,30.8
16226,Reunion,1880,33.0
16227,Romania,1880,35.7
16228,Russia,1880,30.2
16229,Rwanda,1880,31.8
16230,St. Lucia,1880,28.01
16231,St. Vincent and the Grenadines,1880,25.99
16232,Samoa,1880,25.4
16233,Sao Tome and Principe,1880,31.0
16234,Saudi Arabia,1880,32.1
16235,Senegal,1880,25.2
16236,Serbia,1880,35.5
16237,Seychelles,1880,39.62
16238,Sierra Leone,1880,25.1
16239,Singapore,1880,34.0
16240,Slovak Republic,1880,36.4
16241,Slovenia,1880,36.6
16242,Solomon Islands,1880,25.1
16243,Somalia,1880,29.4
16244,South Africa,1880,33.5
16245,Spain,1880,29.5
16246,Sri Lanka,1880,32.6
16247,Sudan,1880,31.4
16248,Suriname,1880,32.9
16249,Swaziland,1880,32.3
16250,Sweden,1880,47.62
16251,Switzerland,1880,42.41
16252,Syria,1880,31.1
16253,Taiwan,1880,28.3
16254,Tajikistan,1880,23.24
16255,Tanzania,1880,32.2
16256,Thailand,1880,30.4
16257,Timor-Leste,1880,28.95
16258,Togo,1880,31.3
16259,Tonga,1880,28.2
16260,Trinidad and Tobago,1880,38.8
16261,Tunisia,1880,28.8
16262,Turkey,1880,35.0
16263,Turkmenistan,1880,21.46
16264,Uganda,1880,25.3
16265,Ukraine,1880,36.6
16266,United Arab Emirates,1880,30.7
16267,United Kingdom,1880,43.78
16268,United States,1880,39.41
16269,Uruguay,1880,32.9
16270,Uzbekistan,1880,25.93
16271,Vanuatu,1880,24.3
16272,Venezuela,1880,32.2
16273,West Bank and Gaza,1880,32.1
16274,Western Sahara,1880,34.75
16275,Vietnam,1880,32.0
16276,Virgin Islands (U.S.),1880,33.4
16277,Yemen,1880,23.39
16278,Zambia,1880,32.6
16279,Zimbabwe,1880,33.7
16280,South Sudan,1880,26.67
16281,Afghanistan,1881,27.38
16282,Albania,1881,35.4
16283,Algeria,1881,28.82
16284,Angola,1881,26.98
16285,Antigua and Barbuda,1881,33.54
16286,Argentina,1881,33.0
16287,Armenia,1881,33.2
16288,Aruba,1881,34.42
16289,Australia,1881,39.87
16290,Austria,1881,35.0
16291,Azerbaijan,1881,28.37
16292,Bahamas,1881,35.18
16293,Bahrain,1881,30.3
16294,Bangladesh,1881,24.35
16295,Barbados,1881,32.12
16296,Belarus,1881,36.2
16297,Belgium,1881,44.42
16298,Belize,1881,26.5
16299,Benin,1881,31.0
16300,Bhutan,1881,28.8
16301,Bolivia,1881,33.0
16302,Bosnia and Herzegovina,1881,35.1
16303,Botswana,1881,33.6
16304,Brazil,1881,31.98
16305,Brunei,1881,29.2
16306,Bulgaria,1881,39.36
16307,Burkina Faso,1881,29.2
16308,Burundi,1881,31.5
16309,Cambodia,1881,35.0
16310,Cameroon,1881,28.75
16311,Canada,1881,44.73
16312,Cape Verde,1881,33.8
16313,Central African Republic,1881,30.0
16314,Chad,1881,30.9
16315,Chile,1881,32.0
16316,China,1881,32.0
16317,Colombia,1881,32.0
16318,Comoros,1881,32.1
16319,"Congo, Dem. Rep.",1881,31.6
16320,"Congo, Rep.",1881,32.7
16321,Costa Rica,1881,30.21
16322,Cote d'Ivoire,1881,31.16
16323,Croatia,1881,36.1
16324,Cuba,1881,37.88
16325,Cyprus,1881,38.51
16326,Czech Republic,1881,34.97
16327,Denmark,1881,48.37
16328,Djibouti,1881,29.9
16329,Dominican Republic,1881,29.9
16330,Ecuador,1881,32.9
16331,Egypt,1881,33.0
16332,El Salvador,1881,28.7
16333,Equatorial Guinea,1881,29.8
16334,Eritrea,1881,30.2
16335,Estonia,1881,40.33
16336,Ethiopia,1881,26.0
16337,Fiji,1881,26.1
16338,Finland,1881,37.65
16339,France,1881,43.55
16340,French Guiana,1881,30.5
16341,French Polynesia,1881,25.6
16342,Gabon,1881,30.6
16343,Gambia,1881,28.8
16344,Georgia,1881,31.07
16345,Germany,1881,39.01
16346,Ghana,1881,28.0
16347,Greece,1881,37.0
16348,Greenland,1881,33.87
16349,Grenada,1881,37.3
16350,Guadeloupe,1881,27.66
16351,Guam,1881,27.5
16352,Guatemala,1881,25.81
16353,Guinea,1881,30.34
16354,Guinea-Bissau,1881,32.0
16355,Guyana,1881,31.12
16356,Haiti,1881,29.0
16357,Honduras,1881,33.9
16358,"Hong Kong, China",1881,34.9
16359,Hungary,1881,36.0
16360,Iceland,1881,35.82
16361,India,1881,25.44
16362,Indonesia,1881,30.0
16363,Iran,1881,25.6
16364,Iraq,1881,31.2
16365,Ireland,1881,44.11
16366,Israel,1881,32.0
16367,Italy,1881,34.2
16368,Jamaica,1881,34.2
16369,Japan,1881,37.09
16370,Jordan,1881,31.7
16371,Kazakhstan,1881,25.4
16372,Kenya,1881,25.5
16373,Kiribati,1881,24.9
16374,North Korea,1881,26.0
16375,South Korea,1881,25.8
16376,Kuwait,1881,26.0
16377,Kyrgyz Republic,1881,23.14
16378,Lao,1881,31.9
16379,Latvia,1881,39.97
16380,Lebanon,1881,29.7
16381,Lesotho,1881,32.8
16382,Liberia,1881,31.1
16383,Libya,1881,33.1
16384,Lithuania,1881,33.59
16385,Luxembourg,1881,37.91
16386,"Macao, China",1881,34.7
16387,"Macedonia, FYR",1881,36.1
16388,Madagascar,1881,30.5
16389,Malawi,1881,30.3
16390,Malaysia,1881,30.6
16391,Maldives,1881,32.65
16392,Mali,1881,26.41
16393,Malta,1881,32.95
16394,Martinique,1881,30.15
16395,Mauritania,1881,32.0
16396,Mauritius,1881,32.62
16397,Mayotte,1881,32.5
16398,Mexico,1881,26.9
16399,"Micronesia, Fed. Sts.",1881,26.7
16400,Moldova,1881,33.15
16401,Mongolia,1881,31.8
16402,Montenegro,1881,35.4
16403,Morocco,1881,33.1
16404,Mozambique,1881,30.28
16405,Myanmar,1881,30.8
16406,Namibia,1881,32.4
16407,Nepal,1881,32.8
16408,Netherlands,1881,42.87
16409,Netherlands Antilles,1881,34.41
16410,New Caledonia,1881,26.0
16411,New Zealand,1881,38.96
16412,Nicaragua,1881,25.4
16413,Niger,1881,30.8
16414,Nigeria,1881,30.4
16415,Norway,1881,50.47
16416,Oman,1881,32.3
16417,Pakistan,1881,26.45
16418,Panama,1881,32.9
16419,Papua New Guinea,1881,31.5
16420,Paraguay,1881,35.5
16421,Peru,1881,35.7
16422,Philippines,1881,30.9
16423,Poland,1881,35.9
16424,Portugal,1881,35.6
16425,Puerto Rico,1881,30.43
16426,Qatar,1881,30.8
16427,Reunion,1881,33.0
16428,Romania,1881,35.7
16429,Russia,1881,32.16
16430,Rwanda,1881,31.8
16431,St. Lucia,1881,28.01
16432,St. Vincent and the Grenadines,1881,25.99
16433,Samoa,1881,25.4
16434,Sao Tome and Principe,1881,31.0
16435,Saudi Arabia,1881,32.1
16436,Senegal,1881,25.2
16437,Serbia,1881,35.5
16438,Seychelles,1881,39.89
16439,Sierra Leone,1881,25.1
16440,Singapore,1881,34.0
16441,Slovak Republic,1881,36.4
16442,Slovenia,1881,36.6
16443,Solomon Islands,1881,25.1
16444,Somalia,1881,29.4
16445,South Africa,1881,33.5
16446,Spain,1881,29.5
16447,Sri Lanka,1881,32.6
16448,Sudan,1881,31.4
16449,Suriname,1881,32.9
16450,Swaziland,1881,32.3
16451,Sweden,1881,48.5
16452,Switzerland,1881,41.87
16453,Syria,1881,31.1
16454,Taiwan,1881,28.3
16455,Tajikistan,1881,23.44
16456,Tanzania,1881,32.2
16457,Thailand,1881,30.4
16458,Timor-Leste,1881,28.95
16459,Togo,1881,31.3
16460,Tonga,1881,28.2
16461,Trinidad and Tobago,1881,38.8
16462,Tunisia,1881,28.8
16463,Turkey,1881,35.0
16464,Turkmenistan,1881,21.66
16465,Uganda,1881,25.3
16466,Ukraine,1881,36.6
16467,United Arab Emirates,1881,30.7
16468,United Kingdom,1881,46.11
16469,United States,1881,39.99
16470,Uruguay,1881,32.9
16471,Uzbekistan,1881,26.13
16472,Vanuatu,1881,24.3
16473,Venezuela,1881,32.2
16474,West Bank and Gaza,1881,32.1
16475,Western Sahara,1881,34.75
16476,Vietnam,1881,32.0
16477,Virgin Islands (U.S.),1881,33.4
16478,Yemen,1881,23.39
16479,Zambia,1881,32.6
16480,Zimbabwe,1881,33.7
16481,South Sudan,1881,26.67
16482,Afghanistan,1882,27.37
16483,Albania,1882,35.4
16484,Algeria,1882,28.82
16485,Angola,1882,26.98
16486,Antigua and Barbuda,1882,33.54
16487,Argentina,1882,32.9
16488,Armenia,1882,33.4
16489,Aruba,1882,34.42
16490,Australia,1882,40.4
16491,Austria,1882,35.23
16492,Azerbaijan,1882,28.57
16493,Bahamas,1882,35.18
16494,Bahrain,1882,30.3
16495,Bangladesh,1882,24.12
16496,Barbados,1882,32.12
16497,Belarus,1882,36.2
16498,Belgium,1882,45.54
16499,Belize,1882,26.5
16500,Benin,1882,31.0
16501,Bhutan,1882,28.8
16502,Bolivia,1882,33.0
16503,Bosnia and Herzegovina,1882,35.1
16504,Botswana,1882,33.6
16505,Brazil,1882,31.98
16506,Brunei,1882,29.2
16507,Bulgaria,1882,39.41
16508,Burkina Faso,1882,29.2
16509,Burundi,1882,31.5
16510,Cambodia,1882,35.0
16511,Cameroon,1882,28.75
16512,Canada,1882,44.77
16513,Cape Verde,1882,33.8
16514,Central African Republic,1882,30.0
16515,Chad,1882,30.9
16516,Chile,1882,32.0
16517,China,1882,32.0
16518,Colombia,1882,32.0
16519,Comoros,1882,32.1
16520,"Congo, Dem. Rep.",1882,31.6
16521,"Congo, Rep.",1882,32.7
16522,Costa Rica,1882,30.21
16523,Cote d'Ivoire,1882,31.16
16524,Croatia,1882,36.1
16525,Cuba,1882,38.92
16526,Cyprus,1882,38.51
16527,Czech Republic,1882,34.97
16528,Denmark,1882,46.77
16529,Djibouti,1882,29.9
16530,Dominican Republic,1882,29.9
16531,Ecuador,1882,32.9
16532,Egypt,1882,33.0
16533,El Salvador,1882,28.7
16534,Equatorial Guinea,1882,29.8
16535,Eritrea,1882,30.2
16536,Estonia,1882,40.57
16537,Ethiopia,1882,29.7
16538,Fiji,1882,26.1
16539,Finland,1882,40.46
16540,France,1882,43.16
16541,French Guiana,1882,30.5
16542,French Polynesia,1882,25.6
16543,Gabon,1882,30.6
16544,Gambia,1882,28.8
16545,Georgia,1882,31.27
16546,Germany,1882,39.12
16547,Ghana,1882,28.0
16548,Greece,1882,37.1
16549,Greenland,1882,33.54
16550,Grenada,1882,37.3
16551,Guadeloupe,1882,27.66
16552,Guam,1882,27.5
16553,Guatemala,1882,25.81
16554,Guinea,1882,30.35
16555,Guinea-Bissau,1882,32.0
16556,Guyana,1882,31.12
16557,Haiti,1882,29.0
16558,Honduras,1882,33.9
16559,"Hong Kong, China",1882,34.9
16560,Hungary,1882,36.0
16561,Iceland,1882,17.74
16562,India,1882,25.32
16563,Indonesia,1882,30.0
16564,Iran,1882,25.6
16565,Iraq,1882,31.2
16566,Ireland,1882,44.38
16567,Israel,1882,32.0
16568,Italy,1882,34.29
16569,Jamaica,1882,40.1
16570,Japan,1882,37.15
16571,Jordan,1882,31.7
16572,Kazakhstan,1882,25.6
16573,Kenya,1882,25.5
16574,Kiribati,1882,24.9
16575,North Korea,1882,26.0
16576,South Korea,1882,25.8
16577,Kuwait,1882,26.0
16578,Kyrgyz Republic,1882,23.34
16579,Lao,1882,31.9
16580,Latvia,1882,40.31
16581,Lebanon,1882,29.7
16582,Lesotho,1882,32.8
16583,Liberia,1882,31.1
16584,Libya,1882,33.1
16585,Lithuania,1882,34.02
16586,Luxembourg,1882,38.41
16587,"Macao, China",1882,34.7
16588,"Macedonia, FYR",1882,36.1
16589,Madagascar,1882,30.5
16590,Malawi,1882,30.3
16591,Malaysia,1882,30.6
16592,Maldives,1882,32.65
16593,Mali,1882,26.41
16594,Malta,1882,33.43
16595,Martinique,1882,30.15
16596,Mauritania,1882,32.0
16597,Mauritius,1882,28.0
16598,Mayotte,1882,32.5
16599,Mexico,1882,26.9
16600,"Micronesia, Fed. Sts.",1882,26.7
16601,Moldova,1882,33.15
16602,Mongolia,1882,31.8
16603,Montenegro,1882,35.4
16604,Morocco,1882,33.1
16605,Mozambique,1882,30.28
16606,Myanmar,1882,30.8
16607,Namibia,1882,32.4
16608,Nepal,1882,32.8
16609,Netherlands,1882,43.79
16610,Netherlands Antilles,1882,34.41
16611,New Caledonia,1882,26.0
16612,New Zealand,1882,39.41
16613,Nicaragua,1882,25.4
16614,Niger,1882,30.8
16615,Nigeria,1882,30.4
16616,Norway,1882,47.4
16617,Oman,1882,32.3
16618,Pakistan,1882,26.58
16619,Panama,1882,32.9
16620,Papua New Guinea,1882,31.5
16621,Paraguay,1882,35.5
16622,Peru,1882,35.7
16623,Philippines,1882,30.9
16624,Poland,1882,35.9
16625,Portugal,1882,35.6
16626,Puerto Rico,1882,30.43
16627,Qatar,1882,30.8
16628,Reunion,1882,33.0
16629,Romania,1882,35.7
16630,Russia,1882,26.71
16631,Rwanda,1882,31.8
16632,St. Lucia,1882,28.01
16633,St. Vincent and the Grenadines,1882,25.99
16634,Samoa,1882,25.4
16635,Sao Tome and Principe,1882,31.0
16636,Saudi Arabia,1882,32.1
16637,Senegal,1882,25.2
16638,Serbia,1882,35.5
16639,Seychelles,1882,40.15
16640,Sierra Leone,1882,25.1
16641,Singapore,1882,34.0
16642,Slovak Republic,1882,36.4
16643,Slovenia,1882,36.6
16644,Solomon Islands,1882,25.1
16645,Somalia,1882,29.4
16646,South Africa,1882,33.5
16647,Spain,1882,29.5
16648,Sri Lanka,1882,32.6
16649,Sudan,1882,31.4
16650,Suriname,1882,32.9
16651,Swaziland,1882,32.3
16652,Sweden,1882,48.59
16653,Switzerland,1882,42.98
16654,Syria,1882,31.1
16655,Taiwan,1882,28.3
16656,Tajikistan,1882,23.64
16657,Tanzania,1882,32.2
16658,Thailand,1882,30.4
16659,Timor-Leste,1882,28.95
16660,Togo,1882,31.3
16661,Tonga,1882,28.2
16662,Trinidad and Tobago,1882,38.8
16663,Tunisia,1882,28.8
16664,Turkey,1882,35.0
16665,Turkmenistan,1882,21.86
16666,Uganda,1882,25.3
16667,Ukraine,1882,36.6
16668,United Arab Emirates,1882,30.7
16669,United Kingdom,1882,44.87
16670,United States,1882,40.57
16671,Uruguay,1882,32.9
16672,Uzbekistan,1882,26.33
16673,Vanuatu,1882,24.3
16674,Venezuela,1882,32.2
16675,West Bank and Gaza,1882,32.1
16676,Western Sahara,1882,34.75
16677,Vietnam,1882,32.0
16678,Virgin Islands (U.S.),1882,33.4
16679,Yemen,1882,23.39
16680,Zambia,1882,32.6
16681,Zimbabwe,1882,33.7
16682,South Sudan,1882,26.67
16683,Afghanistan,1883,27.36
16684,Albania,1883,35.4
16685,Algeria,1883,28.82
16686,Angola,1883,26.98
16687,Antigua and Barbuda,1883,33.54
16688,Argentina,1883,32.8
16689,Armenia,1883,33.6
16690,Aruba,1883,34.42
16691,Australia,1883,40.93
16692,Austria,1883,35.46
16693,Azerbaijan,1883,28.77
16694,Bahamas,1883,35.18
16695,Bahrain,1883,30.3
16696,Bangladesh,1883,23.89
16697,Barbados,1883,32.12
16698,Belarus,1883,36.2
16699,Belgium,1883,44.89
16700,Belize,1883,26.5
16701,Benin,1883,31.0
16702,Bhutan,1883,28.8
16703,Bolivia,1883,33.0
16704,Bosnia and Herzegovina,1883,35.1
16705,Botswana,1883,33.6
16706,Brazil,1883,31.98
16707,Brunei,1883,29.2
16708,Bulgaria,1883,39.45
16709,Burkina Faso,1883,29.2
16710,Burundi,1883,31.5
16711,Cambodia,1883,35.0
16712,Cameroon,1883,28.75
16713,Canada,1883,44.82
16714,Cape Verde,1883,33.8
16715,Central African Republic,1883,30.0
16716,Chad,1883,30.9
16717,Chile,1883,32.0
16718,China,1883,32.0
16719,Colombia,1883,32.0
16720,Comoros,1883,32.1
16721,"Congo, Dem. Rep.",1883,31.6
16722,"Congo, Rep.",1883,32.7
16723,Costa Rica,1883,30.21
16724,Cote d'Ivoire,1883,31.16
16725,Croatia,1883,36.1
16726,Cuba,1883,39.96
16727,Cyprus,1883,38.51
16728,Czech Republic,1883,34.97
16729,Denmark,1883,48.56
16730,Djibouti,1883,29.9
16731,Dominican Republic,1883,29.9
16732,Ecuador,1883,32.9
16733,Egypt,1883,33.0
16734,El Salvador,1883,28.7
16735,Equatorial Guinea,1883,29.8
16736,Eritrea,1883,30.2
16737,Estonia,1883,40.81
16738,Ethiopia,1883,29.7
16739,Fiji,1883,26.1
16740,Finland,1883,42.79
16741,France,1883,43.28
16742,French Guiana,1883,30.5
16743,French Polynesia,1883,25.6
16744,Gabon,1883,30.6
16745,Gambia,1883,28.8
16746,Georgia,1883,31.47
16747,Germany,1883,39.23
16748,Ghana,1883,28.0
16749,Greece,1883,37.22
16750,Greenland,1883,33.22
16751,Grenada,1883,37.3
16752,Guadeloupe,1883,27.66
16753,Guam,1883,27.5
16754,Guatemala,1883,25.81
16755,Guinea,1883,30.36
16756,Guinea-Bissau,1883,32.0
16757,Guyana,1883,31.12
16758,Haiti,1883,29.0
16759,Honduras,1883,33.9
16760,"Hong Kong, China",1883,34.9
16761,Hungary,1883,36.0
16762,Iceland,1883,30.27
16763,India,1883,25.21
16764,Indonesia,1883,30.0
16765,Iran,1883,25.6
16766,Iraq,1883,31.2
16767,Ireland,1883,44.64
16768,Israel,1883,32.0
16769,Italy,1883,35.18
16770,Jamaica,1883,38.1
16771,Japan,1883,37.21
16772,Jordan,1883,31.7
16773,Kazakhstan,1883,25.8
16774,Kenya,1883,25.5
16775,Kiribati,1883,24.9
16776,North Korea,1883,26.0
16777,South Korea,1883,25.8
16778,Kuwait,1883,26.0
16779,Kyrgyz Republic,1883,23.54
16780,Lao,1883,31.9
16781,Latvia,1883,40.64
16782,Lebanon,1883,29.7
16783,Lesotho,1883,32.8
16784,Liberia,1883,31.1
16785,Libya,1883,33.1
16786,Lithuania,1883,34.45
16787,Luxembourg,1883,38.91
16788,"Macao, China",1883,34.7
16789,"Macedonia, FYR",1883,36.1
16790,Madagascar,1883,30.5
16791,Malawi,1883,30.3
16792,Malaysia,1883,30.6
16793,Maldives,1883,32.65
16794,Mali,1883,26.41
16795,Malta,1883,33.9
16796,Martinique,1883,30.15
16797,Mauritania,1883,32.0
16798,Mauritius,1883,27.41
16799,Mayotte,1883,32.5
16800,Mexico,1883,26.9
16801,"Micronesia, Fed. Sts.",1883,26.7
16802,Moldova,1883,33.15
16803,Mongolia,1883,31.8
16804,Montenegro,1883,35.4
16805,Morocco,1883,33.1
16806,Mozambique,1883,30.28
16807,Myanmar,1883,30.8
16808,Namibia,1883,32.4
16809,Nepal,1883,32.8
16810,Netherlands,1883,42.35
16811,Netherlands Antilles,1883,34.41
16812,New Caledonia,1883,26.0
16813,New Zealand,1883,39.85
16814,Nicaragua,1883,25.4
16815,Niger,1883,30.8
16816,Nigeria,1883,30.4
16817,Norway,1883,49.64
16818,Oman,1883,32.3
16819,Pakistan,1883,26.71
16820,Panama,1883,32.9
16821,Papua New Guinea,1883,31.5
16822,Paraguay,1883,35.5
16823,Peru,1883,35.7
16824,Philippines,1883,30.9
16825,Poland,1883,35.9
16826,Portugal,1883,35.6
16827,Puerto Rico,1883,30.43
16828,Qatar,1883,30.8
16829,Reunion,1883,33.0
16830,Romania,1883,35.7
16831,Russia,1883,29.05
16832,Rwanda,1883,31.8
16833,St. Lucia,1883,28.01
16834,St. Vincent and the Grenadines,1883,25.99
16835,Samoa,1883,25.4
16836,Sao Tome and Principe,1883,31.0
16837,Saudi Arabia,1883,32.1
16838,Senegal,1883,25.2
16839,Serbia,1883,35.5
16840,Seychelles,1883,40.41
16841,Sierra Leone,1883,25.1
16842,Singapore,1883,34.0
16843,Slovak Republic,1883,36.4
16844,Slovenia,1883,36.6
16845,Solomon Islands,1883,25.1
16846,Somalia,1883,29.4
16847,South Africa,1883,33.5
16848,Spain,1883,29.76
16849,Sri Lanka,1883,32.6
16850,Sudan,1883,31.4
16851,Suriname,1883,32.9
16852,Swaziland,1883,32.3
16853,Sweden,1883,49.05
16854,Switzerland,1883,44.94
16855,Syria,1883,31.1
16856,Taiwan,1883,28.3
16857,Tajikistan,1883,23.84
16858,Tanzania,1883,32.2
16859,Thailand,1883,30.4
16860,Timor-Leste,1883,28.95
16861,Togo,1883,31.3
16862,Tonga,1883,28.2
16863,Trinidad and Tobago,1883,38.8
16864,Tunisia,1883,28.8
16865,Turkey,1883,35.0
16866,Turkmenistan,1883,22.06
16867,Uganda,1883,25.3
16868,Ukraine,1883,36.6
16869,United Arab Emirates,1883,30.7
16870,United Kingdom,1883,45.09
16871,United States,1883,41.15
16872,Uruguay,1883,32.9
16873,Uzbekistan,1883,26.53
16874,Vanuatu,1883,24.3
16875,Venezuela,1883,32.2
16876,West Bank and Gaza,1883,32.1
16877,Western Sahara,1883,34.75
16878,Vietnam,1883,32.0
16879,Virgin Islands (U.S.),1883,33.4
16880,Yemen,1883,23.39
16881,Zambia,1883,32.6
16882,Zimbabwe,1883,33.7
16883,South Sudan,1883,26.67
16884,Afghanistan,1884,27.35
16885,Albania,1884,35.4
16886,Algeria,1884,28.82
16887,Angola,1884,26.98
16888,Antigua and Barbuda,1884,33.54
16889,Argentina,1884,32.7
16890,Armenia,1884,33.8
16891,Aruba,1884,34.42
16892,Australia,1884,41.46
16893,Austria,1884,35.69
16894,Azerbaijan,1884,28.97
16895,Bahamas,1884,35.18
16896,Bahrain,1884,30.3
16897,Bangladesh,1884,23.66
16898,Barbados,1884,32.12
16899,Belarus,1884,36.2
16900,Belgium,1884,44.24
16901,Belize,1884,26.5
16902,Benin,1884,31.0
16903,Bhutan,1884,28.8
16904,Bolivia,1884,33.0
16905,Bosnia and Herzegovina,1884,35.1
16906,Botswana,1884,33.6
16907,Brazil,1884,31.98
16908,Brunei,1884,29.2
16909,Bulgaria,1884,39.5
16910,Burkina Faso,1884,29.2
16911,Burundi,1884,31.5
